Wavelengths (nm),0.0°
657.0,0.5473488139559739
658.0,0.5469226581290927
659.0,0.546512211536938
660.0,0.5461175273894602
661.0,0.5457386570138351
662.0,0.545375649678134
663.0,0.5450285526202033
664.0,0.5446993599327954
665.0,0.5443911971795843
666.0,0.5441041947952009
667.0,0.543838449822329
668.0,0.5435940624263129
669.0,0.5433711359265195
670.0,0.5431697768956706
671.0,0.54298689930017
672.0,0.5428136357122134
673.0,0.5426495076256515
674.0,0.5424945706162965
675.0,0.5423488820447689
676.0,0.5422125010823619
677.0,0.542085488737323
678.0,0.5419676079293698
679.0,0.5418559187470895
680.0,0.5417496917689967
681.0,0.5416489688975988
682.0,0.5415537932205823
683.0,0.5414642091496888
684.0,0.5413802621767594
685.0,0.5413019991746589
686.0,0.5412288304397238
687.0,0.5411598559662493
688.0,0.5410951064567262
689.0,0.5410346230086923
690.0,0.5409784469247594
691.0,0.5409266203845947
692.0,0.5408791866235559
693.0,0.5408361254788692
694.0,0.5407959780192939
695.0,0.5407581429640305
696.0,0.5407226490640615
697.0,0.5406895257687848
698.0,0.5406588086358143
699.0,0.5406305608237553
700.0,0.5406048190364902
701.0,0.5405815197380786
702.0,0.5405598604630872
703.0,0.5405396411667325
704.0,0.5405207000541307
705.0,0.5405030324253406
706.0,0.5404866653207162
707.0,0.5404716263574986
708.0,0.5404581228481393
709.0,0.5404470994210828
710.0,0.5404373505545464
711.0,0.5404285432381581
712.0,0.5404206768992623
713.0,0.5404134492399345
714.0,0.5404050538998141
715.0,0.5403952050714407
716.0,0.5403839199486868
717.0,0.5403712209729685
718.0,0.54035744933606
719.0,0.5403437350831005
720.0,0.5403302631291668
721.0,0.5403170441371489
722.0,0.5403040891105685
723.0,0.5402913847616275
724.0,0.5402787954611169
725.0,0.5402663098529854
726.0,0.5402535471634891
727.0,0.5402397765844283
728.0,0.540224956827072
729.0,0.5402089429495736
730.0,0.540191711835714
731.0,0.5401732647362318
732.0,0.5401536030228731
733.0,0.5401328959249323
734.0,0.54011212731132
735.0,0.5400909817617896
736.0,0.5400692462702081
737.0,0.5400469030565944
738.0,0.5400236532542891
739.0,0.5399977972308381
740.0,0.539969049359543
741.0,0.5399374057024361
742.0,0.5399028622323722
743.0,0.5398655992280381
744.0,0.5398267692119764
745.0,0.5397865654371152
746.0,0.5397449780155241
747.0,0.5397019970651474
748.0,0.539657749035404
749.0,0.5396130396182727
750.0,0.5395679891864886
